condition,run_id,tick,mother_alive,child_alive,mother_energy,child_hunger,child_warmth,deficit,eta,selected_motivation
fixed,0,230,1,0,70.8000000000012,100.0,28.0,1.9019708938556315,,Forage
fixed,0,240,1,0,69.80000000000126,100.0,28.0,1.9082907752325062,,Forage
fixed,0,250,1,0,68.80000000000132,100.0,28.0,1.9145774216246836,,Forage
fixed,0,260,1,0,67.40000000000134,100.0,28.0,2.068107305805879,,Forage
fixed,0,270,1,0,66.4000000000014,100.0,28.0,2.062574641020221,,Forage
fixed,0,280,1,0,65.40000000000146,100.0,28.0,2.067929394727204,,Forage
fixed,0,290,1,0,64.40000000000151,100.0,28.0,2.074114037787981,,Forage
fixed,0,300,1,0,63.400000000001526,100.0,28.0,2.0803613484132377,,Forage
fixed,0,310,1,0,64.70000000000155,100.0,28.0,2.1218838030029286,,Forage
fixed,0,320,1,0,63.70000000000159,100.0,28.0,2.121066357327219,,Forage
fixed,0,330,1,0,62.70000000000157,100.0,28.0,2.126781751067044,,Forage
fixed,0,340,1,0,61.70000000000156,100.0,28.0,2.1329932240040312,,Forage
fixed,0,350,1,0,60.700000000001545,100.0,28.0,2.139242365211827,,Forage
fixed,0,360,1,0,61.100000000001536,100.0,28.0,2.217693394882492,,Forage
fixed,0,370,1,0,60.10000000000152,100.0,28.0,2.2156732763092952,,Forage
fixed,0,380,1,0,59.10000000000151,100.0,28.0,2.2212973117560235,,Forage
fixed,0,390,1,0,58.100000000001494,100.0,28.0,2.2275018432607734,,Forage
fixed,0,400,1,0,57.10000000000148,100.0,28.0,2.23375045588561,,Forage
fixed,0,410,1,0,59.30000000000147,100.0,28.0,2.238639983738468,,Forage
fixed,0,420,1,0,58.300000000001454,100.0,28.0,2.2387520581542946,,Forage
fixed,0,430,1,0,57.30000000000144,100.0,28.0,2.2445380276462075,,Forage
fixed,0,440,1,0,56.300000000001425,100.0,28.0,2.250754855910836,,Forage
fixed,0,450,1,0,55.30000000000141,100.0,28.0,2.2570044023044447,,Forage
fixed,0,460,1,0,57.5000000000014,100.0,28.0,2.261894001061023,,Forage
fixed,0,470,1,0,56.500000000001386,100.0,28.0,2.2620060808596185,,Forage
fixed,0,480,1,0,55.50000000000137,100.0,28.0,2.2677920507597444,,Forage
fixed,0,490,1,0,54.50000000000136,100.0,28.0,2.274008879055171,,Forage
fixed,0,500,1,0,53.50000000000134,100.0,28.0,2.280258425451044,,Forage
fixed,0,510,1,0,51.20000000000134,100.0,28.0,2.471543142569873,,Forage
fixed,0,520,1,0,50.200000000001324,100.0,28.0,2.4640780777487614,,Forage
fixed,0,530,1,0,49.20000000000131,100.0,28.0,2.469232990366446,,Forage
fixed,0,540,1,0,48.200000000001296,100.0,28.0,2.475401898055519,,Forage
fixed,0,550,1,0,47.20000000000128,100.0,28.0,2.481647805503586,,Forage
fixed,0,560,1,0,46.700000000001275,100.0,28.0,2.5974065237290835,,Forage
fixed,0,570,1,0,45.70000000000126,100.0,28.0,2.59383338416997,,Forage
fixed,0,580,1,0,44.700000000001246,100.0,28.0,2.5993392110420483,,Forage
fixed,0,590,1,0,43.70000000000123,100.0,28.0,2.6055347661121377,,Forage
