tick,plasticity_this_tick,m0_energy,m0_fatigue,m0_bonding,m0_fear_threat,m0_stress,m0_closeness_child,m0_OT,m0_CORT,m0_mot_Forage,m0_mot_Care,m0_mot_Self,m0_mot_Protect,m0_sel_Forage,m0_sel_Care,m0_sel_Self,m0_sel_Protect,c0_hunger,c0_warmth,c0_injury
340,0,69.59999999999994,0.0,3.9753756982344797e-17,1.3552527156056352e-18,4.2666666717757185,0.0,1.1635910383859996e-18,6.666666666877811,18.713238010777946,2.8808362844720765e-18,1.6902959513764955,1.74098409291158e-18,1,0,0,0,,,
341,0,69.39999999999993,0.0,2.0167776250768895e-17,6.776263578028176e-19,4.3555555581804635,0.0,5.817955191929998e-19,6.800000000105594,18.816758187723618,1.4614986358681091e-18,1.7255104493372126,8.78503505016718e-19,1,0,0,0,,,
342,0,69.19999999999993,0.0,1.0229337005182696e-17,3.388131789014088e-19,4.444444445792097,0.0,2.908977595964999e-19,6.933333333386152,18.920278364669294,7.412895647500903e-19,1.7607249477760547,4.432574817888229e-19,1,0,0,0,,,
343,0,68.99999999999993,0.0,5.1873929424904725e-18,1.694065894507044e-19,4.533333334024766,0.0,1.4544887979824996e-19,7.066666666693099,19.023798541614966,3.7591490578306286e-19,1.7959394464609277,2.2363160553464336e-19,1,0,0,0,,,
344,0,68.79999999999993,0.0,2.6300586911947984e-18,8.47032947253522e-20,4.62222222257675,0.0,7.272443989912498e-20,7.20000000001324,19.12731871856064,1.9059251459554036e-19,1.8311539452723016,1.1281723508743765e-19,1,0,0,0,,,
345,0,68.59999999999992,0.0,1.3332104555721803e-18,4.23516473626761e-20,4.711111111292789,0.0,3.636221994956249e-20,7.3333333333399775,19.230838895506313,9.661378814977461e-20,1.8663684441486683,5.690933370377681e-20,1,0,0,0,,,
346,0,68.39999999999992,0.0,6.756957827734807e-19,2.117582368133805e-20,4.800000000093054,0.0,1.8181109974781245e-20,7.466666666670014,19.33435907245199,4.896565950088954e-20,1.901582943058402,2.87050249319174e-20,1,0,0,0,,,
347,0,68.19999999999992,0.0,3.423931688804356e-19,1.0587911840669025e-20,4.888888888936533,0.0,9.090554987390622e-21,7.6000000000017,19.437879249397664,2.4812212463445876e-20,1.9367974419852554,1.4477691505973193e-20,1,0,0,0,,,
348,0,67.99999999999991,0.0,1.7346922318706544e-19,5.293955920334513e-21,4.977777777802166,0.0,4.545277493695311e-21,7.73333333333421,19.541399426343336,1.2570797588223498e-20,1.972011940920886,7.301435272993846e-21,1,0,0,0,,,
349,0,67.79999999999991,0.0,8.787093096695654e-20,2.6469779601672563e-21,5.066666666679152,0.0,2.2726387468476556e-21,7.866666666667133,19.644919603289008,6.367744472362025e-21,2.007226439861014,3.682012396500547e-21,1,0,0,0,,,
350,0,67.59999999999991,0.0,4.4503625170190177e-20,1.3234889800836282e-21,5.155555555561954,0.0,1.1363193734238278e-21,8.000000000000263,19.748439780234683,3.2250450753061524e-21,2.0424409388034457,1.856653578252086e-21,1,0,0,0,,,
351,0,67.3999999999999,0.0,2.2535892428451043e-20,6.617444900418141e-22,5.244444444447732,0.0,5.681596867119139e-22,8.133333333333496,19.851959957180355,1.6331089572156452e-21,2.077655437747056,9.361504791269489e-22,1,0,0,0,,,
352,0,67.1999999999999,0.0,1.1409986135903498e-20,3.3087224502090704e-22,5.333333333335031,0.0,2.8407984335595695e-22,8.26666666666678,19.955480134126027,8.268476883891076e-22,2.1128699366912693,4.719870845639275e-22,1,0,0,0,,,
353,0,66.9999999999999,0.0,5.776013028790738e-21,1.6543612251045352e-22,5.422222222223109,0.0,1.4203992167797847e-22,8.400000000000087,20.0590003110717,4.1857044908519614e-22,2.1480844356357918,2.379494647821902e-22,1,0,0,0,,,
354,0,66.7999999999999,0.0,2.9235164948148632e-21,8.271806125522676e-23,5.511111111111584,0.0,7.101996083898924e-23,8.533333333333411,20.162520488017375,2.1185852698791927e-22,2.183298934580471,1.1995269364120838e-22,1,0,0,0,,,
355,0,66.5999999999999,0.0,1.4795132376171787e-21,4.135903062761338e-23,5.600000000000262,0.0,3.550998041949462e-23,8.666666666666742,20.266040664963047,1.0721591471662022e-22,2.2185134335252306,6.046532744566081e-23,1,0,0,0,,,
356,0,66.39999999999989,0.0,7.486341139134629e-22,2.067951531380669e-23,5.6888888888890445,0.0,1.775499020974731e-23,8.800000000000074,20.369560841908722,5.42512829696404e-23,2.253727932470032,3.0477154035358725e-23,1,0,0,0,,,
357,0,66.19999999999989,0.0,3.7875580450916826e-22,1.0339757656903345e-23,5.777777777777881,0.0,8.877495104873655e-24,8.933333333333405,20.473081018854394,2.744730429048535e-23,2.2889424314148545,1.5360822173943516e-23,1,0,0,0,,,
358,0,65.99999999999989,0.0,1.9159727603080252e-22,5.1698788284516725e-24,5.866666666666742,0.0,4.438747552436827e-24,9.06666666666674,20.576601195800066,1.388448354807525e-23,2.3241569303596865,7.741533665103837e-24,1,0,0,0,,,
359,0,65.79999999999988,0.0,9.690832490351046e-23,2.5849394142258363e-24,5.955555555555618,0.0,2.2193737762184136e-24,9.200000000000074,20.68012137274574,7.022657475453912e-24,2.359371429304525,3.901328121617958e-24,1,0,0,0,,,
360,0,65.59999999999988,0.0,4.9009005895809827e-23,1.2924697071129181e-24,6.0444444444445,0.0,1.1096868881092068e-24,9.333333333333409,20.783641549691414,3.5515365884350994e-24,2.3945859282493656,1.9659447053419987e-24,1,0,0,0,,,
361,0,65.39999999999988,0.0,2.4781924669932213e-23,6.462348535564591e-25,6.133333333333386,0.0,5.548434440546034e-25,9.466666666666743,20.887161726637085,1.7958722195716214e-24,2.4298004271942077,9.90612674937509e-25,1,0,0,0,,,
362,0,65.19999999999987,0.0,1.2529673195979756e-23,3.2311742677822953e-25,6.222222222222275,0.0,2.774217220273017e-25,9.600000000000078,20.990681903582757,9.079880724628467e-25,2.465014926139051,4.991264986020094e-25,1,0,0,0,,,
363,0,64.99999999999987,0.0,6.334192028496703e-24,1.6155871338911477e-25,6.311111111111163,0.0,1.3871086101365085e-25,9.733333333333412,21.094202080528433,4.590200175699414e-25,2.500229425083894,2.5147332986763215e-25,1,0,0,0,,,
364,0,64.79999999999987,0.0,3.2017737295017638e-24,8.077935669455738e-26,6.400000000000052,0.0,6.935543050682543e-26,9.866666666666749,21.197722257474105,2.3202299945422964e-25,2.5354439240287365,1.266917052171298e-25,1,0,0,0,,,
365,0,64.59999999999987,0.0,1.618225722377588e-24,4.038967834727869e-26,6.488888888888942,0.0,3.4677715253412713e-26,10.000000000000083,21.30124243441978,1.172679950617443e-25,2.570658422973581,6.382337275022176e-26,1,0,0,0,,,
366,0,64.39999999999986,0.0,8.177822900021471e-25,2.0194839173639346e-26,6.577777777777832,0.0,1.7338857626706357e-26,10.133333333333418,21.404762611365452,5.92622451981869e-26,2.605872921918425,3.2150446445939314e-26,1,0,0,0,,,
367,0,64.19999999999986,0.0,4.132258594077501e-25,1.0097419586819673e-26,6.666666666666721,0.0,8.669428813353178e-27,10.266666666666755,21.50828278831113,2.994524643275082e-26,2.641087420863268,1.6194603258383872e-26,1,0,0,0,,,
368,0,63.99999999999986,0.0,2.0878028690721333e-25,5.0487097934098364e-27,6.7555555555556115,0.0,4.334714406676589e-27,10.40000000000009,21.611802965256803,1.5129685133204095e-26,2.676301919808112,8.156991646899043e-27,1,0,0,0,,,
369,0,63.799999999999855,0.0,1.054738220552758e-25,2.5243548967049182e-27,6.844444444444503,0.0,2.1673572033382946e-27,10.533333333333424,21.715323142202475,7.64337352501639e-27,2.711516418752956,4.1083408323030754e-27,1,0,0,0,,,
370,0,63.59999999999985,0.0,5.327875032847247e-26,1.2621774483524591e-27,6.933333333333392,0.0,1.0836786016691473e-27,10.66666666666676,21.818843319148147,3.860952241715367e-27,2.7467309176977994,2.069092920578315e-27,1,0,0,0,,,
371,0,63.39999999999985,0.0,2.691029481465352e-26,6.3108872417622955e-28,7.022222222222283,0.0,5.418393008345736e-28,10.800000000000095,21.922363496093823,1.950108860461269e-27,2.781945416642644,1.0420077125025457e-27,1,0,0,0,,,
372,0,63.19999999999985,0.0,1.3590607232535402e-26,3.1554436208811478e-28,7.111111111111175,0.0,2.709196504172868e-28,10.93333333333343,22.025883673039495,9.848708000324272e-28,2.8171599155874882,5.2473448235796715e-28,1,0,0,0,,,
373,0,62.999999999999844,0.0,6.863033528872022e-27,1.5777218104405739e-28,7.200000000000063,0.0,1.354598252086434e-28,11.066666666666766,22.129403849985167,4.973435849171102e-28,2.852374414532331,2.642325542323307e-28,1,0,0,0,,,
374,0,62.79999999999984,0.0,3.4653817207381716e-27,7.888609052202869e-29,7.288888888888954,0.0,6.77299126043217e-29,11.2000000000001,22.23292402693084,2.5112588490900325e-28,2.887588913477175,1.330489336428389e-28,1,0,0,0,,,
375,0,62.59999999999984,0.0,1.749623338520166e-27,3.9443045261014347e-29,7.377777777777843,0.0,3.386495630216085e-29,11.333333333333435,22.33644420387651,1.2678998867972575e-28,2.922803412422019,6.699079508475622e-29,1,0,0,0,,,
376,0,62.399999999999835,0.0,8.832779083356232e-28,1.9721522630507174e-29,7.4666666666667325,0.0,1.6932478151080426e-29,11.466666666666772,22.43996438082219,6.400851745247491e-29,2.9580179113668623,3.37285616740465e-29,1,0,0,0,,,
377,0,62.19999999999983,0.0,4.4587207370558165e-28,9.860761315253587e-30,7.555555555555623,0.0,8.466239075540213e-30,11.600000000000106,22.54348455776786,3.231102028254349e-29,2.993232410311706,1.6980862902857447e-29,1,0,0,0,,,
378,0,61.99999999999983,0.0,2.2505259662167586e-28,4.9303806576267934e-30,7.644444444444514,0.0,4.2331195377701066e-30,11.73333333333344,22.647004734713533,1.630889091942476e-29,3.0284469092565502,8.54872248434582e-30,1,0,0,0,,,
379,0,61.79999999999983,0.0,1.1358457819528045e-28,2.4651903288133967e-30,7.733333333333404,0.0,2.1165597688850533e-30,11.866666666666777,22.750524911659205,8.231135848788886e-30,3.0636614082013933,4.30350675863146e-30,1,0,0,0,,,
380,0,61.599999999999824,0.0,5.732142903986148e-29,1.2325951644066983e-30,7.822222222222295,0.0,1.0582798844425266e-30,12.000000000000112,22.85404508860488,4.153913118932696e-30,3.0988759071462377,2.1663261375450038e-30,1,0,0,0,,,
381,0,61.39999999999982,0.0,2.892528449104137e-29,6.162975822033492e-31,7.911111111111186,0.0,5.291399422212633e-31,12.133333333333447,22.957565265550553,2.0961291567354753e-30,3.1340904060910817,1.0904494478871392e-30,1,0,0,0,,,
382,0,60.89999999999982,0.5,1.4594927231076e-29,3.081487911016746e-31,8.000000000000076,0.0,2.6456997111063166e-31,12.266666666666783,23.061085442496225,1.0576508770023006e-30,3.169304905035926,5.488679135008882e-31,1,0,0,0,,,
383,0,60.39999999999982,1.0,7.363606108315657e-30,1.540743955508373e-31,8.088888888888967,0.0,1.3228498555531583e-31,12.500000000000119,23.31988588486041,5.33618587818432e-31,3.482319535242335,2.762555515291034e-31,1,0,0,0,,,
384,0,59.89999999999982,1.5,3.714874300546657e-30,7.703719777541865e-32,8.21111111111119,0.0,6.614249277765792e-32,12.783333333333452,23.578686327224585,2.692058685678569e-31,3.8085396025530613,1.3903857315388133e-31,1,0,0,0,,,
385,0,59.39999999999982,2.0,1.873972773467743e-30,3.8518598887709323e-32,8.366666666666747,0.0,3.307124638882896e-32,13.091666666666786,23.837486769588764,1.3580122161324885e-31,4.147965106968103,6.997468527160551e-32,1,0,0,0,,,
386,0,58.89999999999982,2.5,9.452541983310786e-31,1.9259299443854662e-32,8.547222222222302,0.0,1.653562319441448e-32,13.41250000000012,24.096287211952948,6.849975447128462e-32,4.497294689211381,3.521504198313516e-32,1,0,0,0,,,
387,0,68.59999999999982,2.6,4.767610049641429e-31,9.629649721927331e-33,8.744444444444525,0.0,8.26781159720724e-33,13.739583333333453,24.355087654317124,3.4549449067972424e-32,4.853226990006819,1.7721370665233784e-32,1,0,0,0,,,
388,0,68.09999999999982,3.1,2.4044745538137324e-31,4.8148248609636654e-33,8.952083333333412,0.0,4.13390579860362e-33,10.669791666666784,19.334359072452038,1.742451045015126e-32,4.991045884888101,8.917610169449996e-33,1,0,0,0,,,
389,0,67.59999999999982,3.6,1.2125720414033751e-31,2.4074124304818327e-33,8.032638888888968,0.0,2.06695289930181e-33,9.301562500000117,19.593159514816218,8.787148183158159e-33,4.904596042688944,4.4872675031415494e-33,1,0,0,0,,,
390,0,67.09999999999982,4.1,6.11453402949942e-32,1.2037062152409164e-33,7.116840277777856,0.0,1.033476449650905e-33,8.784114583333452,19.851959957180394,4.4310205706203416e-33,4.819590545173071,2.2578649607790504e-33,1,0,0,0,,,
391,0,76.79999999999983,4.199999999999999,3.0831039259909826e-32,6.018531076204582e-34,6.486458333333412,0.0,5.167382248254525e-34,8.692057291666783,20.110760399544578,2.2342335248308026e-33,4.847656602862906,1.136048084993663e-33,1,0,0,0,,,
392,0,76.29999999999983,4.699999999999999,1.5544704186161275e-32,3.009265538102291e-34,6.140581597222299,0.0,2.5836911241272623e-34,5.412695312500117,15.09003181767949,1.1264783821757168e-33,4.766193024578375,5.715818447989005e-34,1,0,0,0,,,
393,0,75.79999999999983,5.199999999999999,7.836944371183818e-33,1.5046327690511454e-34,4.874522569444522,0.0,1.2918455620636312e-34,3.9396809895834495,15.34883226004367,5.6792000096801636e-34,4.542427269989805,2.875698235504847e-34,1,0,0,0,,,
394,0,85.49999999999983,5.299999999999999,3.9507683246435e-33,7.523163845255727e-35,3.750488281250077,0.0,6.459227810318156e-35,3.3698404947917826,15.607632702407848,2.863004054240871e-34,4.374926478375972,1.4467436235075956e-34,1,0,0,0,,,
395,0,84.99999999999983,5.799999999999999,1.991532231847545e-33,3.7615819226278636e-35,2.998524305555633,0.0,3.229613905159078e-35,1.6849202473958913,13.43370898654865,1.4432040518208304e-34,4.132586115055949,7.278190646313842e-35,1,0,0,0,,,
396,0,94.69999999999983,5.899999999999999,1.0038401506866702e-33,1.8807909613139318e-35,2.0609022352431134,0.0,1.614806952579539e-35,0.8424601236979457,13.43370898654865,7.274530382606125e-35,4.038934968003592,3.661331587544851e-35,1,0,0,0,,,
397,0,94.19999999999983,6.399999999999999,5.059570927247839e-34,9.403954806569659e-36,1.3112711588542054,0.0,8.074034762897695e-36,0.4212300618489728,13.43370898654865,3.666520253054049e-35,3.7975188133350666,1.8417839259663911e-35,1,0,0,0,,,
398,0,93.69999999999983,6.899999999999999,2.5499705505311635e-34,4.7019774032848295e-36,0.7960456000434271,0.0,4.0370173814488474e-36,0.2106150309244864,13.43370898654865,1.8478876574025182e-35,3.8712055832542744,9.264510290801783e-36,1,0,0,0,,,
399,0,100,6.999999999999998,1.2850778187192038e-34,2.3509887016424148e-36,0.4682278103298757,0.0,2.0185086907244237e-36,0.1053075154622432,13.43370898654865,9.312575941390056e-36,4.019136398403693,4.6600504758858047e-36,1,0,0,0,,,
400,0,99.8,5.999999999999998,6.475851810864129e-35,1.1754943508212074e-36,0.26921641031901894,0.0,1.0092543453622118e-36,0.0526537577311216,13.43370898654865,4.692856797883762e-36,3.995855448879446,2.343922903185359e-36,1,0,0,0,,,
401,0,99.6,4.999999999999998,3.2631572640661196e-35,5.877471754106037e-37,0.15215945773655,0.0,5.046271726811059e-37,0.0263268788655608,13.43370898654865,2.3647128125362476e-36,3.3938815396077935,1.1789102842139079e-36,1,0,0,0,,,
402,0,99.1,5.499999999999998,1.6441943113500873e-35,2.9387358770530184e-37,0.08485535515679528,0.0,2.5231358634055296e-37,0.0131634394327804,13.43370898654865,1.1914986130653073e-36,2.81161787428028,5.929295584175682e-37,1,0,0,0,,,
403,0,98.6,5.999999999999998,8.284049953335574e-36,1.4693679385265092e-37,0.046815490722657775,0.0,1.2615679317027648e-37,0.0065817197163902,13.43370898654865,6.003204099312453e-37,3.074348014424594,2.982019873640912e-37,1,0,0,0,,,
404,0,100,6.099999999999998,4.173564174960356e-36,7.346839692632546e-38,0.025601651933458956,0.0,6.307839658513824e-38,0.0032908598581951,13.43370898654865,3.0244575666491847e-37,3.3437440052700036,1.4996959775969916e-37,1,0,0,0,,,
405,0,99.8,5.099999999999998,2.1025516866264624e-36,3.673419846316273e-38,0.013897779252794512,0.0,3.153919829256912e-38,0.00164542992909755,13.43370898654865,1.5236565418210717e-37,3.3946673888854737,7.541910091867635e-38,1,0,0,0,,,
406,0,99.6,4.099999999999998,1.0591606428863734e-36,1.8367099231581365e-38,0.007497366269429773,0.0,1.576959914628456e-38,0.000822714964548775,13.43370898654865,7.675421501587755e-38,2.836531518829538,3.792670147875156e-38,1,0,0,0,,,
407,0,99.39999999999999,3.099999999999998,5.335227212297578e-37,9.183549615790683e-39,0.004022921456231145,0.0,7.88479957314228e-39,0.0004113574822743875,13.43370898654865,3.866280147035075e-38,2.2795548094328133,1.9071926249082473e-38,1,0,0,0,,,
408,0,99.19999999999999,2.099999999999998,2.6873256050816445e-37,4.591774807895341e-39,0.0021485798888737015,0.0,3.94239978657114e-39,0.00020567874113719376,13.43370898654865,1.9474247716381364e-38,1.7232120019192898,9.590250879394584e-39,1,0,0,0,,,
409,0,98.99999999999999,1.0999999999999979,1.35351880200725e-37,2.2958874039476707e-39,0.0011428495248159152,0.0,1.97119989328557e-39,0.00010283937056859688,13.43370898654865,9.808547348793678e-39,1.1672133061241643,4.8222693171239655e-39,1,0,0,0,,,
410,0,98.79999999999998,0.09999999999999787,6.816874007368389e-38,1.1479437019738353e-39,0.0006057045525974898,0.0,9.85599946642785e-40,5.141968528429844e-05,13.43370898654865,4.939985419698337e-39,0.611400246576637,2.4247065972753194e-39,1,0,0,0,,,
411,0,98.59999999999998,0.0,3.433077002350264e-38,5.739718509869177e-40,0.000319992171393511,0.0,4.927999733213925e-40,2.570984264214922e-05,13.43370898654865,2.487848582499917e-39,0.05568679534710828,1.2191392679943282e-39,1,0,0,0,,,
412,0,98.39999999999998,0.0,1.7288585005081666e-38,2.8698592549345883e-40,0.00016856603324413855,0.0,2.4639998666069625e-40,1.285492132107461e-05,13.43370898654865,1.252852227575333e-39,6.677964449788652e-05,6.129626186754982e-40,1,0,0,0,,,
413,0,98.19999999999997,0.0,8.705892499206007e-39,1.4349296274672942e-40,8.85679903957608e-05,0.0,1.2319999333034813e-40,6.427460660537305e-06,13.43370898654865,6.308900819503535e-40,3.50873707988071e-05,3.081778016769162e-40,1,0,0,0,,,
414,0,97.99999999999997,0.0,4.38374624793559e-39,7.174648137336471e-41,4.642648208472616e-05,0.0,6.159999666517406e-41,3.2137303302686525e-06,13.43370898654865,3.1767702505652044e-40,1.839245967433547e-05,1.5493714700804164e-40,1,0,0,0,,,
415,0,97.79999999999997,0.0,2.2072731231340884e-39,3.5873240686682354e-41,2.4284484485785962e-05,0.0,3.079999833258703e-41,1.6068651651343263e-06,13.43370898654865,1.59954504568932e-40,9.620616974633695e-06,7.78926965888126e-41,1,0,0,0,,,
416,0,97.59999999999997,0.0,1.1113365611501909e-39,1.7936620343341177e-41,1.2677863964604422e-05,0.0,1.5399999166293516e-41,8.034325825671631e-07,13.43370898654865,8.05352483048019e-41,5.022502056049827e-06,3.9158409836802183e-41,1,0,0,0,,,
417,0,97.39999999999996,0.0,5.595182803666688e-40,8.968310171670589e-42,6.606742843157931e-06,0.0,7.699999583146758e-42,4.0171629128358157e-07,13.43370898654865,4.05466221625689e-41,2.6173478123914035e-06,1.9685235689599031e-41,1,0,0,0,,,
418,0,97.19999999999996,0.0,2.8168414007912106e-40,4.484155085835294e-42,3.437276852006826e-06,0.0,3.849999791573379e-42,2.0085814564179078e-07,13.43370898654865,2.0412810086368423e-41,1.3617222983789469e-06,9.89563323039849e-42,1,0,0,0,,,
419,0,96.99999999999996,0.0,1.4180456998745387e-40,2.242077542917647e-42,1.785591141217343e-06,0.0,1.9249998957866895e-42,1.0042907282089539e-07,13.43370898654865,1.02761545457262e-41,7.073853452810961e-07,4.9743243079987303e-42,1,0,0,0,,,
