tick,plasticity_this_tick,m0_energy,m0_fatigue,m0_bonding,m0_fear_threat,m0_stress,m0_closeness_child,m0_OT,m0_CORT,m0_mot_Forage,m0_mot_Care,m0_mot_Self,m0_mot_Protect,m0_sel_Forage,m0_sel_Care,m0_sel_Self,m0_sel_Protect,c0_hunger,c0_warmth,c0_injury
218,0,27.200000000000028,0.0,100.0,3.0494007638067555,59.37127327760895,100.0,99.94716570016868,57.081217574616545,57.3049071437185,51.31175220897896,23.667801251247447,15.551660182256144,1,0,0,0,49.0,28.5,0.0
219,0,27.00000000000003,0.0,100.0,9.098293510710521,60.11806497383447,100.0,99.97358285008434,61.57855976206858,56.76986768483975,51.64198060449033,24.255430741633397,18.435606132518924,1,0,0,0,49.5,28.0,0.0
220,0,26.80000000000003,0.0,100.0,19.193807696027882,64.17353913339916,100.0,99.98679142504217,68.77460939703825,55.691216878137226,51.972209000001705,26.34903353525355,23.248870058461307,1,0,0,0,50.0,27.5,0.0
221,0,26.60000000000003,0.0,100.0,26.31263260055204,72.13179748661051,100.0,99.99339571252108,73.98667942243341,55.01244584685025,52.30243739551307,29.845190022264813,26.6429302795722,1,0,0,0,50.5,27.0,0.0
222,0,26.10000000000003,0.5,100.0,36.94311286467959,80.38789163985597,100.0,99.99669785626054,81.54009297637462,53.861929253943615,52.632665791024436,33.62872846743767,31.711251340938635,1,0,0,0,51.0,26.5,0.0
223,0,25.60000000000003,1.0,100.0,44.329420808608845,90.74390332250161,90.0,94.99834892813027,87.03084496125555,53.302505594973084,46.989848337161206,38.36548898810686,32.96409143279134,1,0,0,0,51.5,26.0,0.0
224,0,25.10000000000003,1.5,100.0,55.09364259243895,100.0,80.0,47.499174464065135,94.82359949493967,52.289302820933926,41.347030883297975,42.82944291713221,35.827428081043585,1,0,0,0,52.0,25.5,0.0
225,0,24.60000000000003,2.0,94.79146028268296,55.475753484354,100.0,70.0,23.749587232032567,95.71997676178171,52.67080261077541,35.32676607990688,43.12567478794612,33.597413776236635,1,0,0,0,52.5,25.0,0.0
226,0,24.10000000000003,2.5,83.39552375735778,52.737876742177,100.0,55.85786437626905,11.874793616016284,94.54887726977975,53.471432459797136,26.384002471571723,43.27140898728586,28.76972480318847,1,0,0,0,53.0,24.5,0.0
227,0,23.60000000000003,3.0,68.78088882802851,44.29787055922303,100.0,45.857864376269056,5.937396808008142,89.58261564920177,55.03806978392914,24.63033918152613,43.142091710810696,23.954012101702226,1,0,0,0,53.5,24.0,0.0
228,0,33.300000000000026,3.1,52.43190469669722,33.00679965588056,100.0,31.715728752538098,2.968698404004071,82.71877296433578,56.98771084561629,32.22296787321242,42.87524869642808,21.328976172491213,1,0,0,0,54.0,23.5,0.0
229,0,32.800000000000026,3.6,35.0907459643649,20.290196392343855,100.0,31.715728752538098,1.4843492020020355,71.50613974732582,53.84932475185176,31.296534179827905,42.31740270808249,14.788465437833901,1,0,0,0,54.5,23.0,0.0
230,0,32.300000000000026,4.1,17.12849993153207,18.931894760575496,92.82100093544545,27.57359312880714,0.7421746010010177,69.5664898054875,54.464626495290325,32.79920874038232,39.685628335214396,14.585922454580075,1,0,0,0,55.0,22.5,0.0
231,0,31.800000000000022,4.6,0.0,23.25274394469132,88.29885087863263,23.431457505076192,0.37108730050050887,72.26333150123503,54.317007645215796,34.362302395960405,38.3803426008862,17.114004374973234,1,0,0,0,55.5,22.0,0.0
232,0,31.300000000000022,5.1,0.0,30.413168536749232,88.54367281018067,9.289321881345247,0.18554365025025443,77.27841901577546,53.78792849838473,43.13969324033365,39.100526861927065,23.736393361583392,1,0,0,0,56.0,21.5,0.0
233,0,30.800000000000022,5.6,0.0,41.064448644643676,92.89125447815411,5.147186257614289,0.09277182512512722,84.8333413142893,52.789897980415304,45.94403823533231,41.61446027874092,29.75437769716504,1,0,0,0,56.5,21.0,0.0
234,0,30.50000000000002,5.699999999999999,0.0,51.39008869859089,100.0,0.0,0.04638591256256361,92.2774691302129,51.83561299963677,49.34870458204378,45.206557186810784,35.84512652917902,1,0,0,0,57.0,20.5,0.0
235,0,30.00000000000002,6.199999999999999,0.0,63.62397653742997,100.0,0.0,0.023192956281281804,100.0,50.52145938774796,49.67893297755515,45.85223866505317,41.677908290245746,1,0,0,0,57.5,20.0,0.0
236,0,29.50000000000002,6.699999999999999,0.0,74.74092045684951,100.0,5.147186257614289,0.011596478140640902,100.0,49.46087294848258,46.93472342186642,46.66628264404668,45.81039465194785,1,0,0,0,58.0,19.5,4.0
237,0,29.00000000000002,7.199999999999999,0.0,87.37046022842475,100.0,19.289321881345245,0.005798239070320451,100.0,48.19708878429599,38.8177893685159,47.55328914095005,49.698565733395014,0,0,0,1,58.5,19.0,8.0
238,0,28.50000000000002,7.699999999999999,0.0,93.68523011421237,100.0,29.28932188134524,0.0028991195351602255,100.0,47.781612429736334,33.17497191465267,48.135692455032505,51.51577442603686,0,0,0,1,59.0,18.5,12.0
239,0,28.00000000000002,8.2,0.0,96.84261505710619,100.0,43.431457505076196,0.0014495597675801128,100.0,47.79028997999013,25.058037861302154,48.56579417770452,50.887882204424045,0,0,0,1,59.5,18.0,16.0
240,0,27.50000000000002,8.7,0.0,98.42130752855309,100.0,57.57359312880715,0.0007247798837900564,100.0,48.01104448265066,25.988587608526345,48.91974510467131,52.94382867410731,0,0,0,1,60.0,17.5,20.0
241,0,27.00000000000002,9.2,0.0,99.21065376427654,100.0,71.7157287525381,0.0003623899418950282,100.0,48.33783746151455,34.765978452899596,49.23562063378548,57.60391098047263,0,0,0,1,60.5,17.0,24.0
242,0,26.800000000000022,8.2,0.0,99.60532688213827,100.0,85.85786437626905,42.929113383105474,100.0,48.71764967848013,43.54336929727285,49.53245846397335,62.07582398254377,0,0,0,1,61.0,16.5,24.0
243,0,26.600000000000023,7.199999999999999,6.613411106510295,99.80266344106914,100.0,85.85786437626905,64.39348887968725,100.0,48.96869124907803,44.352851884739636,48.98637705091338,62.35204502893356,0,0,0,1,61.5,16.0,24.0
244,0,26.400000000000023,6.199999999999999,18.342916087166042,99.90133172053457,100.0,85.85786437626905,75.12567662797815,100.0,49.23298762920136,45.53308254700974,48.43553621312182,62.72212333583784,0,0,0,1,62.0,15.5,24.0
245,0,26.200000000000024,5.199999999999999,32.50546800489451,99.95066586026729,100.0,85.85786437626905,80.4917705021236,100.0,49.50391141408739,46.889628869237605,47.88231566296447,63.135687715306574,0,0,0,1,62.5,15.0,24.0
246,0,26.000000000000025,4.199999999999999,47.75954339115934,99.97533293013365,100.0,85.85786437626905,83.17481743919632,100.0,49.77814890135479,48.32527464400047,47.32790525662425,63.56755257336474,0,0,0,1,63.0,14.5,24.0
247,0,25.800000000000026,3.1999999999999993,63.43438051169235,99.98766646506682,100.0,85.85786437626905,84.51634090773268,100.0,50.054043239812856,49.79141176758693,46.77289992219256,64.00512511302482,0,0,0,1,63.5,14.0,24.0
248,0,25.600000000000026,2.1999999999999993,79.19459849935946,99.9938332325334,100.0,85.85786437626905,85.18710264200087,100.0,50.330766003866266,51.26373618814128,46.217597123715144,64.44210893579307,0,0,0,1,64.0,13.5,24.0
249,0,25.400000000000027,1.1999999999999993,94.87250692059361,99.9969166162667,100.0,85.85786437626905,85.52248350913496,100.0,50.60790298071735,52.73009587973568,45.66214559321488,64.87535584242261,0,0,0,1,64.5,13.0,24.0
250,0,25.200000000000028,0.1999999999999993,100.0,99.99845830813335,100.0,85.85786437626905,85.690173942702,100.0,50.88524706396726,53.4318984164809,45.106619696703184,65.01730440472964,0,0,0,1,65.0,12.5,24.0
251,0,25.00000000000003,0.0,100.0,99.99922915406668,100.0,85.85786437626905,85.77401915948553,100.0,51.162694700416594,53.76212681199226,44.551056617185765,65.0176719229021,0,0,0,1,65.5,12.0,24.0
252,0,24.80000000000003,0.0,100.0,99.99961457703334,100.0,85.85786437626905,85.81594176787729,100.0,51.44019411346564,54.09235520750362,44.439955156184,65.01785568198831,0,0,0,1,66.0,11.5,24.0
253,0,24.60000000000003,0.0,100.0,99.99980728851668,100.0,85.85786437626905,85.83690307207317,100.0,51.71771941481454,54.422583603015,44.439964451935424,65.01794756153143,0,0,0,1,66.5,11.0,24.0
254,0,24.40000000000003,0.0,100.0,99.99990364425834,100.0,85.85786437626905,85.84738372417111,100.0,51.99525766031335,54.752811998526376,44.43996909981114,65.01799350130298,0,0,0,1,67.0,10.5,24.0
255,0,24.20000000000003,0.0,100.0,99.99995182212916,100.0,85.85786437626905,85.85262405022007,100.0,52.27280237788714,55.08304039403773,44.439971423749,65.01801647118876,0,0,0,1,67.5,10.0,24.0
256,0,24.000000000000032,0.0,100.0,99.99997591106458,100.0,85.85786437626905,85.85524421324456,100.0,52.5503503314984,55.4132687895491,44.439972585717925,65.01802795613165,0,0,0,1,68.0,9.5,24.0
257,0,23.800000000000033,0.0,100.0,99.99998795553229,100.0,85.85786437626905,85.8565542947568,100.0,52.82789990312842,55.74349718506048,44.43997316670239,65.01803369860309,0,0,0,1,68.5,9.0,24.0
258,0,23.600000000000033,0.0,100.0,99.99999397776614,100.0,85.85786437626905,85.85720933551292,100.0,53.10545028376779,56.07372558057185,44.43997345719462,65.01803656983881,0,0,0,1,69.0,8.5,24.0
259,0,23.400000000000034,0.0,100.0,99.99999698888307,100.0,85.85786437626905,85.85753685589098,100.0,53.383001068911845,56.40395397608321,44.43997360244073,65.01803800545667,0,0,0,1,69.5,8.0,24.0
260,0,23.200000000000035,0.0,100.0,99.99999849444154,100.0,85.85786437626905,85.85770061608002,100.0,53.66055205630825,56.73418237159457,44.4399736750638,65.0180387232656,0,0,0,1,70.0,7.5,24.0
261,0,23.000000000000036,0.0,100.0,99.99999924722077,100.0,85.85786437626905,85.85778249617454,100.0,53.93810314483084,57.06441076710595,44.43997371137533,65.01803908217008,0,0,0,1,70.5,7.0,24.0
262,0,22.800000000000036,0.0,100.0,99.99999962361039,100.0,85.85786437626905,85.85782343622179,100.0,54.21565428391649,57.39463916261733,44.43997372953109,65.0180392616223,0,0,0,1,71.0,6.5,24.0
263,0,22.600000000000037,0.0,100.0,99.9999998118052,100.0,85.85786437626905,85.85784390624542,100.0,54.4932054482837,57.72486755812869,44.43997373860897,65.01803935134842,0,0,0,1,71.5,6.0,24.0
264,0,22.400000000000038,0.0,100.0,99.9999999059026,100.0,85.85786437626905,85.85785414125723,100.0,54.770756625291675,58.05509595364005,44.43997374314791,65.01803939621148,0,0,0,1,72.0,5.5,24.0
265,0,22.20000000000004,0.0,100.0,99.9999999529513,100.0,85.85786437626905,85.85785925876314,100.0,55.048307808620045,58.38532434915144,44.43997374541738,65.01803941864301,0,0,0,1,72.5,5.0,24.0
266,0,22.00000000000004,0.0,100.0,99.99999997647565,100.0,85.85786437626905,85.8578618175161,100.0,55.325858995108604,58.7155527446628,44.43997374655212,65.01803942985879,0,0,0,1,73.0,4.5,24.0
267,0,21.80000000000004,0.0,100.0,99.99999998823782,100.0,85.85786437626905,85.85786309689257,100.0,55.60341018317725,59.04578114017417,44.43997374711949,65.01803943546665,0,0,0,1,73.5,4.0,24.0
268,0,21.60000000000004,0.0,100.0,99.99999999411891,100.0,85.85786437626905,85.85786373658081,100.0,55.88096137203596,59.37600953568553,44.439973747403165,65.0180394382706,0,0,0,1,74.0,3.5,24.0
269,0,21.40000000000004,0.0,100.0,99.99999999705946,100.0,85.85786437626905,85.85786405642493,100.0,56.15851256128968,59.7062379311969,44.43997374754501,65.01803943967258,0,0,0,1,74.5,3.0,24.0
270,0,21.200000000000042,0.0,100.0,99.99999999852973,100.0,85.85786437626905,85.857864216347,100.0,56.43606375074092,60.03646632670828,44.43997374761594,65.01803944037356,0,0,0,1,75.0,2.5,24.0
271,0,21.000000000000043,0.0,100.0,99.99999999926487,100.0,85.85786437626905,85.85786429630802,100.0,56.71361494029092,60.36669472221964,44.43997374765139,65.01803944072405,0,0,0,1,75.5,2.0,24.0
272,0,20.800000000000043,0.0,100.0,99.99999999963244,100.0,85.85786437626905,85.85786433628854,100.0,56.99116612989028,60.69692311773101,44.43997374766912,65.01803944089929,0,0,0,1,76.0,1.5,24.0
273,0,20.600000000000044,0.0,100.0,99.99999999981623,100.0,85.85786437626905,85.8578643562788,100.0,57.26871731951434,61.02715151324239,44.439973747677996,65.01803944098693,0,0,0,1,76.5,1.0,24.0
274,0,20.400000000000045,0.0,100.0,99.99999999990811,100.0,85.85786437626905,85.85786436627393,100.0,57.546268509150735,61.35737990875375,44.43997374768242,65.01803944103074,0,0,0,1,77.0,0.5,24.0
275,0,20.200000000000045,0.0,71.46446609156848,49.999999999954056,100.0,0.0,42.928932183136965,69.86666666666665,37.565867223090684,5.178816861471682,42.02814253031556,25.80679130673164,0,0,1,0,,,
276,0,29.900000000000045,0.1,46.46446609156848,24.999999999977028,89.95555555554023,0.0,21.464466091568482,54.866666666666646,41.02781464667044,3.36714137269241,36.84298854085877,13.19896630482695,1,0,0,0,,,
277,0,29.400000000000045,0.6,28.598349568676362,12.499999999988514,71.59999999998468,0.0,10.732233045784241,44.13333333333331,37.686299688122396,2.0724371573244893,29.02379673065922,6.747268478144041,1,0,0,0,,,
278,0,28.900000000000045,1.1,16.98223304578424,6.249999999994257,54.67777777776628,0.0,5.366116522892121,38.93333333333331,38.784706942145085,1.230651814151387,22.296157723126903,3.4475269019373025,1,0,0,0,,,
279,0,28.400000000000045,1.6,9.832645653615153,3.1249999999971285,42.399999999992325,0.0,2.6830582614460603,36.49999999999997,39.46331079033854,0.7125425248202645,17.55921573654808,1.7607097824012927,1,0,0,0,,,
280,0,38.100000000000044,1.7000000000000002,5.587087392169092,1.5624999999985643,34.40833333332853,0.0,1.3415291307230301,35.449999999999974,39.932012935617344,0.4048795712824179,14.595642596508252,0.898828056916967,1,0,0,0,,,
281,0,37.600000000000044,2.2,3.128925978765304,0.7812499999992821,29.54166666666378,0.0,0.6707645653615151,31.69166666666664,35.01623520520957,0.22674394007735177,12.685523942759795,0.4586506113166439,1,0,0,0,,,
282,0,37.100000000000044,2.7,1.732154130723031,0.39062499999964106,25.595138888887195,0.0,0.33538228268075754,29.97916666666664,35.327511073302404,0.1255240472567473,11.381012912139717,0.23394359708740214,1,0,0,0,,,
283,0,36.600000000000044,3.2,0.949922636031705,0.19531249999982053,22.92083333333236,0.0,0.16769114134037877,29.289583333333304,35.61254922853092,0.06883806223740935,10.589930613360357,0.11928094425824115,1,0,0,0,,,
284,0,36.100000000000044,3.7,0.5168841033509473,0.09765624999991027,21.288715277777225,0.0,0.08384557067018938,29.111458333333307,35.88446852732726,0.03745705042322253,10.216435166891936,0.06079504498639063,1,0,0,0,,,
285,0,35.600000000000044,4.2,0.279403444343021,0.04882812499995513,20.38072916666635,0.0,0.04192278533509469,29.189062499999977,36.14982839790752,0.020247534863870188,10.13216938977427,0.03097480892183033,1,0,0,0,,,
286,0,45.30000000000004,4.3,0.1501824185052842,0.024414062499977567,19.936328124999818,0.0,0.020961392667547346,29.39453124999997,36.41190855437974,0.010883272258064557,10.232736568929633,0.015776047675232677,1,0,0,0,,,
287,0,44.80000000000004,4.8,0.08033155741952894,0.012207031249988783,19.77447916666656,0.0,0.010480696333773673,26.26393229166664,31.39281982956868,0.00582138854209701,10.223589182011073,0.008032345444775093,1,0,0,0,,,
288,0,44.30000000000004,5.3,0.04278595279320789,0.006103515624994392,18.645952690972155,0.0,0.0052403481668868365,24.86529947916664,31.652440200459868,0.0031005704775808707,10.054014338422096,0.004088333525966925,1,0,0,0,,,
289,0,43.80000000000004,5.8,0.022703063438325656,0.003051757812497196,17.61344401041662,0.0,0.0026201740834434183,24.33264973958331,31.911650607087555,0.0016452233420566182,9.922625409966363,0.0020802471647731516,1,0,0,0,,,
290,0,53.500000000000036,5.8999999999999995,0.012006575240023683,0.001525878906248598,16.918622504340245,0.0,0.0013100870417217091,24.23299153645831,32.17065603158349,0.0008700807226614005,9.92508928706379,0.00105816378328142,1,0,0,0,,,
291,0,53.000000000000036,6.3999999999999995,0.0063308093804422694,0.000762939453124299,16.53748372395831,0.0,0.0006550435208608546,20.94982910156247,27.15002994078428,0.000458774887147246,9.82961938592182,0.0005381019920881323,1,0,0,0,,,
292,0,52.500000000000036,6.8999999999999995,0.0033291655704363486,0.0003814697265621495,15.252272542317687,0.0,0.0003275217604304273,19.47491455078122,27.408881628681396,0.00024125470648189582,9.59824785362391,0.0002735610462677773,1,0,0,0,,,
293,0,52.000000000000036,7.3999999999999995,0.0017464632253257812,0.00019073486328107474,14.117901611328106,0.0,0.00016376088021521364,18.904123942057268,27.667707693812044,0.00012656098469508435,9.4266428650151,0.00013903554824574419,1,0,0,0,,,
294,0,61.70000000000003,7.499999999999999,0.0009141718327166941,9.536743164053737e-05,13.360389031304237,0.0,8.188044010760682e-05,18.785395304361955,27.92652094755946,6.624730807461038e-05,9.404339854136683,7.064528667879987e-05,1,0,0,0,,,
295,0,61.20000000000003,7.999999999999999,0.00047755602638524877,4.7683715820268685e-05,12.942024739583317,0.0,4.094022005380341e-05,15.492697652180969,22.905798771385996,3.460706190083931e-05,9.294157080057136,3.5886399617363826e-05,1,0,0,0,,,
296,0,60.70000000000003,8.5,0.00024901306820607525,2.3841857910134342e-05,11.63526081509059,0.0,2.0470110026901705e-05,14.01301549275714,23.16460241659598,1.8045234882186703e-05,9.054264396815613,1.8225077947663856e-05,1,0,0,0,,,
297,0,60.20000000000003,9.0,0.00012962406160976306,1.1920928955067171e-05,10.488643519083645,0.0,1.0235055013450853e-05,13.439841079711893,23.42340446038307,9.393469406976879e-06,8.877816475497584,9.2534780433229e-06,1,0,0,0,,,
298,0,59.70000000000003,9.5,6.737079455824425e-05,5.960464477533586e-06,9.72427275975544,0.0,5.117527506725426e-06,13.319920539855937,23.6822057034587,4.8821606864302025e-06,8.85280081964585,4.6972085564069365e-06,1,0,0,0,,,
299,0,59.20000000000003,10.0,3.496477915580348e-05,2.980232238766793e-06,9.302111879984524,0.0,2.558763753362713e-06,13.426626936594626,23.9410065461786,2.533793334685983e-06,8.963356238779546,2.383839045576211e-06,1,0,0,0,,,
300,0,58.70000000000003,10.5,1.812208051624242e-05,1.4901161193833964e-06,9.126599245601216,0.0,1.2793818766813566e-06,13.646646801630636,24.199807188720648,1.3132531630784323e-06,9.171624666532091,1.209536906474477e-06,1,0,0,0,,,
301,0,58.20000000000003,11.0,9.38088572729155e-06,7.450580596916982e-07,9.112182386716194,0.0,6.396909383406783e-07,13.923323400815306,24.45860773117376,6.798048294069366e-07,9.443713334157131,6.135771450804243e-07,1,0,0,0,,,
302,0,67.90000000000003,11.1,4.8503655982309445e-06,3.725290298458491e-07,9.197199241982553,0.0,3.1984546917033914e-07,14.228328367074308,24.717408223582403,3.514915386373285e-07,9.755193989499954,3.111929184618051e-07,1,0,0,0,,,
303,0,67.40000000000003,11.6,2.505144166408057e-06,1.8626451492292455e-07,9.341375867525723,0.0,1.5992273458516957e-07,11.147497516870475,19.69667966673955,1.8154033128559434e-07,9.867871467583182,1.5779863219169897e-07,1,0,0,0,,,
304,0,66.90000000000003,12.1,1.292552766850321e-06,9.313225746146227e-08,8.386520501474525,0.0,7.996136729258479e-08,9.773748758435225,19.955480121614844,9.366744662626222e-08,9.767393119949121,8.00004025762477e-08,1,0,0,0,,,
305,0,76.60000000000004,12.2,6.662667252483067e-07,4.656612873073114e-08,7.45117653459309,0.0,3.998068364629239e-08,9.253541045884269,20.214280570234582,4.828236380486364e-08,9.674644471197864,4.0550744528322965e-08,1,0,0,0,,,
306,0,76.40000000000003,11.2,3.431285335357265e-07,2.328306436536557e-08,6.810101964780011,0.0,1.9990341823146196e-08,5.760103856275455,15.193551991497273,2.4865502148298088e-08,9.476234399001784,2.0550643884261036e-08,1,0,0,0,,,
307,0,76.20000000000003,10.2,1.765618522236498e-07,1.1641532182682784e-08,5.325085608909513,0.0,9.995170911573098e-09,4.080051928137716,15.297072170006837,1.2794911197082176e-08,8.332325433327242,1.0412957752180294e-08,1,0,0,0,,,
308,0,76.00000000000003,9.2,9.077971883971817e-08,5.820766091341392e-09,4.022560117714506,0.0,4.997585455786549e-09,3.306692630735514,15.400592347734454,6.5785356600076535e-09,7.2607126170010075,5.275296781115036e-09,1,0,0,0,,,
309,0,75.80000000000003,8.2,4.6639255783805726e-08,2.910383045670696e-09,3.113510937709346,0.0,2.4987927278932746e-09,2.986679648701081,15.504112525071102,3.379807860737109e-09,6.344980601198838,2.6720573430699623e-09,1,0,0,0,,,
310,0,75.60000000000002,7.199999999999999,2.3944326073876183e-08,1.455191522835348e-09,2.552315352725161,0.0,1.2493963639466373e-09,2.893339824350532,15.607632702212259,1.7351739457351959e-09,5.567055348583655,1.3532331477912032e-09,1,0,0,0,,,
311,0,75.40000000000002,6.199999999999999,1.2284512127924751e-08,7.27595761417674e-10,2.2406042849644883,0.0,6.246981819733186e-10,2.9133365788419248,15.711152879255676,8.902219805509187e-10,4.887966659024442,6.852188120237127e-10,1,0,0,0,,,
312,0,75.20000000000002,5.199999999999999,6.298430609455705e-09,3.63797880708837e-10,2.0914143356720842,0.0,3.123490909866593e-10,2.9900016227542894,15.814673056250221,4.564284941171197e-10,4.273262841724454,3.469105250759119e-10,1,0,0,0,,,
313,0,75.00000000000001,4.199999999999999,3.2273025774745176e-09,1.818989403544185e-10,2.0423743755420714,0.0,1.5617454549332966e-10,3.095000811377139,15.91819323322033,2.338729989793901e-10,3.698234755919695,1.7560582206998375e-10,1,0,0,0,,,
314,0,74.80000000000001,3.1999999999999993,1.6526949251105913e-09,9.094947017720925e-11,2.052854124957382,0.0,7.808727274666483e-11,3.214167072355232,16.021713410178222,1.1976587545011012e-10,3.1467861835453643,8.887819080100576e-11,1,0,0,0,,,
315,0,74.60000000000001,2.1999999999999993,8.458692807419619e-10,4.5474735088604626e-11,2.0978160866274185,0.0,3.9043636373332415e-11,3.3404168695109457,16.125233587130005,6.129762570526261e-11,2.608998191727649,4.497673528350982e-11,1,0,0,0,,,
316,0,74.4,1.1999999999999993,4.3269554946431405e-10,2.2737367544302313e-11,2.1623803331658493,0.0,1.9521818186666207e-11,3.4702084347554703,16.228753764078732,3.135615684273507e-11,2.0789759021089456,2.2757187583258384e-11,1,0,0,0,,,
317,0,74.2,0.1999999999999993,2.2122822927882359e-10,1.1368683772151157e-11,2.2379263115089936,0.0,9.760909093333104e-12,3.6017708840443996,16.33227394102593,1.6031750416419423e-11,1.5533041695500986,1.1513003762380927e-11,1,0,0,0,,,
318,0,74.0,0.0,1.1305434191274507e-10,5.684341886075578e-12,2.3195534504397526,0.0,4.880454546666552e-12,3.7342187753555325,16.43579411797237,8.192711205735655e-12,1.0300415685013558,5.823706866566332e-12,1,0,0,0,,,
319,0,73.8,0.0,5.7747284593039176e-11,2.842170943037789e-12,2.404516317006949,0.0,2.440227273333276e-12,3.8671093876777665,16.539314294918427,4.184773601630799e-12,0.9525806697162582,2.9454559259711e-12,1,0,0,0,,,
320,0,73.6,0.0,2.948369911485291e-11,1.4210854715188946e-12,2.4912946210636773,0.0,1.220113636666638e-12,4.000221360505551,16.64283447186429,2.136595800196886e-12,0.9869590328034006,1.4895292093295168e-12,1,0,0,0,,,
321,0,73.39999999999999,0.0,1.5046877966593112e-11,7.105427357594473e-13,2.57905443070083,0.0,6.10056818333319e-13,4.133444013586111,16.74635464881006,1.0904023997891853e-12,1.0217262321968719,7.531652278367419e-13,1,0,0,0,,,
322,0,73.19999999999999,0.0,7.675953187879884e-12,3.5527136787972364e-13,2.6673418865460223,0.0,3.050284091666595e-13,4.266722006793058,16.84987482575578,5.56253449739964e-13,1.056702465554768,3.8078292550436267e-13,1,0,0,0,,,
323,0,72.99999999999999,0.0,3.914233696231606e-12,1.7763568393986182e-13,2.755911612204149,0.0,1.5251420458332975e-13,4.4000276700632,16.953395002701473,2.8365284979266765e-13,1.0917905238005077,1.924916185451772e-13,1,0,0,0,,,
324,0,72.79999999999998,0.0,1.9952453992616353e-12,8.881784196993091e-14,2.8446316961232,0.0,7.625710229166487e-14,4.533347168364939,17.056915179647163,1.4458948735767667e-13,1.1269381484429841,9.729588716908653e-14,1,0,0,0,,,
325,0,72.59999999999998,0.0,1.0166869752037337e-12,4.4408920984965455e-14,2.933431570849943,0.0,3.8128551145832436e-14,4.666673584182475,17.160435356592842,7.367627490950976e-14,1.1621173832602367,4.917298253279222e-14,1,0,0,0,,,
326,0,72.39999999999998,0.0,5.178756253883249e-13,2.2204460492482728e-14,3.0222736468191447,0.0,1.9064275572916218e-14,4.80000345875791,17.263955533538518,3.752890307009058e-14,1.1973133366530808,2.484901074052059e-14,1,0,0,0,,,
327,0,72.19999999999997,0.0,2.6370388158739144e-13,1.1102230246241364e-14,3.111137976328884,0.0,9.532137786458109e-15,4.933335062712296,17.367475710484193,1.910983434271315e-14,1.2325181060778232,1.2555765107322536e-14,1,0,0,0,,,
328,0,71.99999999999997,0.0,1.3423497524031022e-13,5.551115123120682e-15,3.2000140090685445,0.0,4.7660688932290546e-15,5.066667531356156,17.47099588742987,9.727608575190501e-15,1.2677275118905649,6.343512422192389e-15,1,0,0,0,,,
329,0,71.79999999999997,0.0,6.830900484346236e-14,2.775557561560341e-15,3.2888961816529925,0.0,2.3830344466145273e-15,5.200000432344755,17.57451606437554,4.9501499895122136e-15,1.3029393500833322,3.2045711453617548e-15,1,0,0,0,,,
330,0,71.59999999999997,0.0,3.475026103338481e-14,1.3877787807801705e-15,3.3777815682747487,0.0,1.1915172233072636e-15,5.333333549505721,17.678036241321212,2.5182478457145887e-15,1.338152461559125,1.6186930398136574e-15,1,0,0,0,,,
331,0,71.39999999999996,0.0,1.7673009822519217e-14,6.938893903900852e-16,3.466668633972615,0.0,5.957586116536318e-16,5.466666774752872,17.781556418266884,1.2807103483365351e-15,1.3733662382229372,8.175502534732188e-16,1,0,0,0,,,
332,0,71.19999999999996,0.0,8.985444564173015e-15,3.469446951950426e-16,3.555556575237265,0.0,2.978793058268159e-16,5.600000054043115,17.885076595212556,6.51148386907888e-16,1.4085803617540118,4.1287699351980444e-16,1,0,0,0,,,
333,0,70.99999999999996,0.0,4.567192108543211e-15,1.734723475975213e-16,3.644444972299671,0.0,1.4893965291340795e-16,5.733333360354905,17.98859677215823,3.3097079982375426e-16,1.4437946658553444,2.084894301514997e-16,1,0,0,0,,,
334,0,70.79999999999995,0.0,2.320830967499957e-15,8.673617379876066e-17,3.7333336062681375,0.0,7.446982645670398e-17,5.866666680177467,18.092116949103907,1.681837030967822e-16,1.4790090638101199,1.052701817715486e-16,1,0,0,0,,,
335,0,70.59999999999995,0.0,1.1790329403641544e-15,4.336808689938033e-17,3.822222363193224,0.0,3.723491322835199e-17,6.000000006755416,18.19563712604958,8.544100314084367e-17,1.5142235104757722,5.314782423367368e-17,1,0,0,0,,,
336,0,70.39999999999995,0.0,5.988251984891651e-16,2.1684043449690164e-17,3.911111183848417,0.0,1.8617456614175994e-17,6.133333336711057,18.29915730299525,4.339507736664811e-17,1.549437982388942,2.683027879078653e-17,1,0,0,0,,,
337,0,70.19999999999995,0.0,3.040669633981265e-16,1.0842021724845082e-17,4.00000003749456,0.0,9.308728307087997e-18,6.266666668355546,18.40267747994093,2.2034826581437195e-17,1.5846524673719096,1.354332273236811e-17,1,0,0,0,,,
338,0,69.99999999999994,0.0,1.5436066377583523e-16,5.421010862422541e-18,4.088888908199128,0.0,4.6543641535439986e-18,6.400000000844458,18.506197656886602,1.1186057239775166e-17,1.6198669591127957,6.835753034671476e-18,1,0,0,0,,,
339,0,69.79999999999994,0.0,7.83439229263036e-17,2.7105054312112705e-18,4.177777787714383,0.0,2.3271820767719993e-18,6.533333333755582,18.609717833832274,5.677350594415867e-18,1.6550814543441512,3.4499223515794494e-18,1,0,0,0,,,
